,Medal,Beer Name,Brewery,City,State,Category,Year
4460,Bronze,Woody's Hophead Red,Elk Grove Brewery and Restaurant,Elk Grove,CA,American-Style Amber / Red Ale,2001
4461,Gold,Killians Irish Red,Coors Brewing Co.,Golden,CO,American-Style Amber Lager,2001
4462,Silver,OKT-OBER-FEST,Big Horn Brewing Co.,Dallas,TX,American-Style Amber Lager,2001
4463,Bronze,Pete's Wicked Red Rush,Pete's Brewing Co.,San Antonio,TX,American-Style Amber Lager,2001
4464,Gold,American Brown,Hub City Brewery,Lubbock,TX,American-Style Brown Ale,2001
4465,Silver,Nut Brown,Red Rock Brewing Co.,Salt Lake City,UT,American-Style Brown Ale,2001
4466,Bronze,Midtown Brown,Boscos Brewing Co.,Memphis,TN,American-Style Brown Ale,2001
4467,Gold,Henry Weinhard's Dark,Blitz-Weinhard Brewing Co.,Tumwater,WA,American-Style Dark Lager,2001
4468,Silver,Freidobrau Oktoberfest,Big Horn Brewing Co.,Dallas,TX,American-Style Dark Lager,2001
4469,Bronze,Shiner Bock,Spoetzl Brewery (The),San Antonio,TX,American-Style Dark Lager,2001
4470,Gold,Tumbleweed IPA,Sleeping Giant Brewing Co.,Billings,MT,American-Style India Pale Ale,2001
4471,Silver,Wipeout IPA,Pizza Port - Carlsbad,Carlsbad,CA,American-Style India Pale Ale,2001
4472,Bronze,India Pelican Ale,Pelican Pub & Brewery,Pacific City,OR,American-Style India Pale Ale,2001
4473,Gold,Gold: Stag Bee,Pearl Brewing Co.,Fort Worth,TX,American-Style Lager,2001
4474,Silver,Red Dog,Plank Road Brewery,Milwaukee,WI,American-Style Lager,2001
4475,Bronze,Pearl Lager,Pearl Brewing Co.,Fort Worth,TX,American-Style Lager,2001
4476,Gold,Taps Cream Ale,TAPS Fish House and Brewery,Brea,CA,American-Style Lager/Ale or Cream Ale,2001
4477,Silver,Holy Cow's Cream Ale,Holy Cow!,Las Vegas,NV,American-Style Lager/Ale or Cream Ale,2001
4478,Bronze,Iowa City Light,Fitzpatrick's,Iowa City,IA,American-Style Lager/Ale or Cream Ale,2001
4479,Gold,Schaefer Light,Schaefer Brewing Co.,Fogelsville,PA,American-Style Light Lager,2001
4480,Silver,Stroh Light,Stroh Brewery Co. (The),Fogelsville,PA,American-Style Light Lager,2001
4481,Bronze,Lone Star Light,Lone Star Brewing Co.,Milwaukee,WI,American-Style Light Lager,2001
4482,Gold,SLO Brewing Co Extra Pale Ale,SLO Brewing Co. - Paso Robles,Paso Robles,CA,American-Style Pale Ale,2001
4483,Silver,Emmett's Pale Ale,Emmett's Tavern & Brewing Co.,West Dundee,IL,American-Style Pale Ale,2001
4484,Bronze,Mad Hatter Ale,New Holland Brewing Co.,Holland,MI,American-Style Pale Ale,2001
4485,Gold,Empire Lager,P.H. Woods Restaurant & Brewery,Moreno Valley,CA,American-Style Premium Lager,2001
4486,Silver,Original Coors,Coors Brewing Co.,Golden,CO,American-Style Premium Lager,2001
4487,Bronze,Stroh,Stroh Brewery Co. (The),Fogelsville,PA,American-Style Premium Lager,2001
4488,Gold,New South Lager,New South Brewing,Myrtle Beach,SC,American-Style Specialty Lager,2001
4489,Silver,Old Milwaukee Ice,Stroh Brewery Co. (The),Fogelsville,PA,American-Style Specialty Lager,2001
4490,Bronze,St. Ides Malt Liquor,St. Ides Brewing Co.,Fogelsville,PA,American-Style Specialty Lager,2001
4491,Gold,Grassfire Wheat,Hook & Ladder Brewing Co.,Oakland,CA,American-Style Wheat Ale or Lager,2001
4492,Silver,Shiner Winter Ale,Spoetzl Brewery (The),San Antonio,TX,American-Style Wheat Ale or Lager,2001
4493,Bronze,Widmer Hefeweizen,Widmer Brothers Brewing Co.,Portland,OR,American-Style Wheat Ale or Lager,2001
4494,Gold,Lost Coast Barleywine,Lost Coast Brewery and Café,Eureka,CA,Barley Wine-Style Ale,2001
4495,Silver,Bombshell Barleywine,Pizza Port - Carlsbad,Carlsbad,CA,Barley Wine-Style Ale,2001
4496,Bronze,Barley Wine,Rohrbach Brewing Co.,Rochester,NY,Barley Wine-Style Ale,2001
4497,Gold,La Folie,New Belgium Brewing Co.,Fort Collins,CO,Belgian- & French-Style Specialty Ales,2001
4498,Silver,Liquid Sunshine,Rock Bottom Brewery - Westminster,Westminster,CO,Belgian- & French-Style Specialty Ales,2001
4499,Bronze,Artisian Saison,Rocky River Brewing Co. - Ohio,Rocky River,OH,Belgian- & French-Style Specialty Ales,2001
4500,Gold,Trippel Belgian Style Ale,New Belgium Brewing Co.,Fort Collins,CO,Belgian-Style Ale,2001
4501,Silver,Damnation,Russian River Brewing Co.,Guerneville,CA,Belgian-Style Ale,2001
4502,Bronze,Abbey Belgian Style Ale,New Belgium Brewing Co.,Fort Collins,CO,Belgian-Style Ale,2001
4503,Gold,Full Suspension Pale Ale,Utah Brewers Cooperative,Salt Lake City,UT,Bitter,2001
4504,Silver,Dostal's Best Bitter,Dostal Alley BrewPub & Casino,Central City,CO,Bitter,2001
4505,Bronze,Cascade Ale,Deschutes Brewery,Bend,OR,Bitter,2001
4506,Gold,Dunkles Bock,Boundary Bay Brewery,Bellingham,WA,Bock,2001
4507,Silver,Hell's Bock,Big Horn Brewing Co.,Denver,CO,Bock,2001
4508,Bronze,Mad Brewer Maibock,Church Brew Works,Pittsburgh,PA,Bock,2001
4509,Gold,Cleveland Chophouse Bohemian Pilsner,ChopHouse and Brewery-Cleveland,Cleveland,OH,Bohemian Style Pilsener,2001
4510,Silver,Pillage Pilsner,Valhalla Microbrewery & Restaurant,Pittsburgh,PA,Bohemian Style Pilsener,2001
4511,Bronze,Czech Mate Pils,Brew Moon Restaurant & Microbrewery,Brookline,MA,Bohemian Style Pilsener,2001
4512,Gold,MacTarnahan's Black Watch Cream Porter,Portland Brewing Co.,Portland,OR,Brown Porter,2001
4513,Silver,Molly's Titanic Brown Ale,Rock Bottom Brewery - South Denver,Denver,CO,Brown Porter,2001
4514,Bronze,Paradise Lost Porter,Angelic Brewing Co.,Madison,WI,Brown Porter,2001
4515,Gold,Darth Delirium,Moose's Tooth Brewing Co.,Anchorage,AK,Chocolate / Cocoa Flavored Beer,2001
4516,Silver,Chocolate Stout,Rogue Ales,Newport,OR,Chocolate / Cocoa Flavored Beer,2001
4517,Bronze,Oompa Loompa,Rocky River Brewing Co. - Ohio,Rocky River,OH,Chocolate / Cocoa Flavored Beer,2001
4518,Gold,Custer's Last Ale,Snake River Brewing Co.,Jackson,WY,Classic English Style Pale Ale,2001
4519,Silver,Breckenridge Pale Ale,Breckenridge Brewery,Denver,CO,Classic English Style Pale Ale,2001
4520,Bronze,Annadel Pale Ale,Third Street AleWorks,Santa Rosa,CA,Classic English Style Pale Ale,2001
4521,Gold,Lord Stanley,Steelhead Brewing Co.,Irvine,CA,Classic Irish-Style Dry Stout,2001
4522,Silver,Celtic Stout,Fitzpatrick's,Iowa City,IA,Classic Irish-Style Dry Stout,2001
4523,Bronze,Dark Starr Stout,Starr Hill Brewing Co.,Charlottesville,VA,Classic Irish-Style Dry Stout,2001
4524,Gold,Sweet Georgia Brown,Sweetwater Brewing Co.,Atlanta,GA,English-Style Brown Ale,2001
4525,Silver,Nut Brown Ale,Blackstone Restaurant & Brewery,Nashville,TN,English-Style Brown Ale,2001
4526,Bronze,Thunderbolt Brown,Pony Express Brewing Co.,Olathe,KS,English-Style Brown Ale,2001
4527,Gold,SLO Progress,SLO Brewing Co. - San Luis Obispo,San Luis Obispo,CA,English-Style India Pale Ale,2001
4528,Silver,Hoppyhour IPA,Mash House Restaurant & Brewing Co. (The),Fayetteville,NC,English-Style India Pale Ale,2001
4529,Bronze,India Pale Ale,Goose Island Beer Co.,Chicago,IL,English-Style India Pale Ale,2001
4530,Gold,Damsel in Distress Dunkel,Mammoth Brewing,Mammoth Lakes,CA,European-Style Dark / Munchner Dunkel,2001
4531,Silver,Dunkles,Powerhouse Restaurant & Brewery,Sebastopol,CA,European-Style Dark / Munchner Dunkel,2001
4532,Bronze,Pious Monk Dunkel,Church Brew Works,Pittsburgh,PA,European-Style Dark / Munchner Dunkel,2001
4533,Gold,Michelob,"Anheuser-Busch, Inc",Saint Louis,MO,European-Style Pilsener,2001
4534,Silver,Import/Export Buis,Brewzzi,Boca Raton,FL,European-Style Pilsener,2001
4535,Bronze,Pinch Hit Pilsner,Sandlot Brewery at Coors Field,Denver,CO,European-Style Pilsener,2001
4536,Gold,Czar Jack Bourbon Barrel Imperial Stout,Minneapolis Town Hall Brewery,Minneapolis,MN,Experimental Beer,2001
4537,Silver,Cuvee de Tomme,Pizza Port - Solana Beach,Solana Beach,CA,Experimental Beer,2001
4538,Bronze,Special Brew Lemon Lime,St. Ides Brewing Co.,Milwaukee,WI,Experimental Beer,2001
4539,Gold,Sofa King Stout,West Bros Brewery,Eugene,OR,Foreign Style Stout,2001
4540,Silver,Irish Stout,Bellows Brew Crew (The),Watertown,WI,Foreign Style Stout,2001
4541,Bronze,Space Stout,Laurelwood Public House & Brewery,Portland,OR,Foreign Style Stout,2001
4542,Gold,Raspberry Tart,New Glarus Brewing Co.,New Glarus,WI,Fruit Beer,2001
4543,Silver,Belgian Style Red,New Glarus Brewing Co.,New Glarus,WI,Fruit Beer,2001
4544,Bronze,Railway Razz,Willoughby Brewing Co. (The),Willoughby,OH,Fruit Beer,2001
4545,Gold,Boca Alt,Brewzzi,Boca Raton,FL,German-Style Brown Ale / Dusseldorf-Style Altbier,2001
4546,Silver,Otis Alt,Elk Grove Brewery and Restaurant,Elk Grove,CA,German-Style Brown Ale / Dusseldorf-Style Altbier,2001
4547,Bronze,Dusseldorf Altbier,Gilded Otter Brewing Co.,New Paltz,NY,German-Style Brown Ale / Dusseldorf-Style Altbier,2001
4548,Gold,Scapegoat Doppelbock,Mickey Finn's Brewery,Libertyville,IL,German-Style Doppelbock,2001
4549,Silver,Liberator Doppelbock,Angelic Brewing Co.,Madison,WI,German-Style Doppelbock,2001
4550,Bronze,Bell's Consecrator Dopplebock,Kalamazoo Brewing,Kalamazoo,MI,German-Style Doppelbock,2001
4551,Gold,Pete's Wicked Helles Lager,Pete's Brewing Co.,San Antonio,TX,German-Style Kolsch / Koln-Style Kolsch,2001
4552,Silver,Capitol Kolsch,Capitol City Brewing Co.,Arlington,VA,German-Style Kolsch / Koln-Style Kolsch,2001
4553,Bronze,Skinny Atlas Light,Empire Brewing Co.,Rochester,NY,German-Style Kolsch / Koln-Style Kolsch,2001
4554,Gold,Uncle Otto's Oktoberfest,Portland Brewing Co.,Portland,OR,German-Style Maerzen / Oktoberfest,2001
4555,Silver,Mueller Marzen,Springfield Brewing Co.,Springfield,MO,German-Style Maerzen / Oktoberfest,2001
4556,Bronze,Tabernash Oktoberfest,Tabernash Brewing Co.,Longmont,CO,German-Style Maerzen / Oktoberfest,2001
4557,Gold,Tuppers' Hop Pocket Pils,Old Dominion Brewing Co.,Ashburn,VA,German-Style Pilsener,2001
4558,Silver,Hanalei Lager,Honolulu Brewing Co.,Honolulu,HI,German-Style Pilsener,2001
4559,Bronze,Blue Paddle Pilsner,New Belgium Brewing Co.,Fort Collins,CO,German-Style Pilsener,2001
4560,Gold,Black Forest Schwarzbier,Squatters Pub Brewery,Salt Lake City,UT,German-Style Schwarzbier,2001
4561,Silver,Springfield Schwarz Beer,John Harvard’s Brew House,Wayne,PA,German-Style Schwarzbier,2001
4562,Bronze,King's Peak,Uinta Brewing Co.,Salt Lake City,UT,German-Style Schwarzbier,2001
4563,Gold,Gudenteit Hefe-Weizen,Mickey Finn's Brewery,Libertyville,IL,German-Style Wheat Ale,2001
4564,Silver,Glockenspiel Weizenbock,Great Lakes Brewing Co/Ohio,Cleveland,OH,German-Style Wheat Ale,2001
4565,Bronze,Heidelberg Hefeweizen,Rocky River Brewing Co. - Tennessee,Sevierville,TN,German-Style Wheat Ale,2001
4566,Gold,Golden Wheat Ale,Russian River Brewing Co.,Guerneville,CA,Golden or Blonde Ale,2001
4567,Silver,Old Faithful Ale,Grand Teton Brewing Co.,Victor,ID,Golden or Blonde Ale,2001
4568,Bronze,Kiwanda Cream Ale,Pelican Pub & Brewery,Pacific City,OR,Golden or Blonde Ale,2001
4569,Gold,Orange Infusion,Elliott Bay Brewery Pub,Seattle,WA,Herb and Spice Beer,2001
4570,Silver,Holiday Spiced Ale,21st Amendment Brewery Café,San Francisco,CA,Herb and Spice Beer,2001
4571,Bronze,Cambridge Espresso Stout,John Harvard’s Brew House,Braintree,MA,Herb and Spice Beer,2001
4572,Gold,Raven Maniac Stout,Prescott Brewing Co.,Prescott,AZ,Imperial Stout,2001
4573,Silver,High Desert Imperial Stout,Sweetwater Tavern & Brewery,Centreville,VA,Imperial Stout,2001
4574,Bronze,Old Rasputin,North Coast Brewing Co. Inc,Ft. Bragg,CA,Imperial Stout,2001
4575,Gold,3A - Abigail Adams Amber,Quincy Ships Brewing Co.,Quincy,MA,Irish-Style Red Ale,2001
4576,Silver,Thoroughbred Red,Aiken Brewing Co.,Aiken,SC,Irish-Style Red Ale,2001
4577,Bronze,Starr Hill Amber Ale,Starr Hill Brewing Co.,Charlottesville,VA,Irish-Style Red Ale,2001
4578,Gold,Penn Gold,Pennsylvania Brewing Co.,Pittsburgh,PA,Munchner-Style Helles,2001
4579,Silver,Lucknow Munich-Style Lager,Castle Springs Brewing Co.,Moultonborough,NH,Munchner-Style Helles,2001
4580,Bronze,Ghost Pony Helles,Trap Rock Restaurant and Brewery,Berekely Heights,NJ,Munchner-Style Helles,2001
4581,Gold,O'Doul's Amber,"Anheuser-Busch, Inc",Saint Louis,MO,Non-Alcoholic (Beer) Malt Beverage,2001
4582,Silver,Kingsbury NA,Rainier Brewing Co. Inc,Tumwater,WA,Non-Alcoholic (Beer) Malt Beverage,2001
4583,Bronze,Pigs Eye NA,Minnesota Brewing,Saint Paul,MN,Non-Alcoholic (Beer) Malt Beverage,2001
4584,Gold,Lasto's Oatmeal Stout,BJ's Grill & Brewery,Portland,OR,Oatmeal Stout,2001
4585,Silver,Oatmeal Stout,SLO Brewing Co. - San Luis Obispo,San Luis Obispo,CA,Oatmeal Stout,2001
4586,Gold,Southampton Old Ale,Southampton Publick House,Southampton,NY,Old Ale/Strong Ale,2001
4587,Silver,Old Stock Ale,North Coast Brewing Co. Inc,Ft. Bragg,CA,Old Ale/Strong Ale,2001
4588,Bronze,Wee Huey's Heavy,Big Horn Brewing Co.,Tacoma,WA,Old Ale/Strong Ale,2001
4589,Gold,Hopasaurus Rex Imperial IPA,Steelhead Brewing Co. - Eugene,Eugene,OR,Other Strong Ale or Lager,2001
4590,Silver,Hearthside Wheatwine,Steelhead Brewing Co. - Eugene,Eugene,OR,Other Strong Ale or Lager,2001
4591,Bronze,Cardiff,Glenwood Canyon Brewing Co.,Glenwood Springs,CO,Other Strong Ale or Lager,2001
4592,Gold,Robust Porter,Smuttynose Brewing Co.,Portsmouth,NH,Robust Porter,2001
4593,Silver,Total Eclipse Black Ale,Hoppy Brewing Co.,Sacramento,CA,Robust Porter,2001
4594,Bronze,Mocha Porter,Rogue Ales,Newport,OR,Robust Porter,2001
4595,Gold,Road Rage Rye,Desert Edge Brewery,Salt Lake City,UT,Rye Beer,2001
4596,Silver,Chazz Cat Rye,Mountain Sun Pub and Brewery,Boulder,CO,Rye Beer,2001
4597,Bronze,Catcher in the Rye,Rock Bottom Brewery - South Denver,Englewood,CO,Rye Beer,2001
4598,Gold,Caber Tossing Scottish Ale,Fox River Brewing Co./Fratellos,Oshkosh,WI,Scottish-Style Ale,2001
4599,Silver,Laughing Lab Scottish Ale,Bristol Brewing Co.,Colorado Springs,CO,Scottish-Style Ale,2001
4600,Bronze,Saint Arnold Oktoberfest,Saint Arnold Brewing Co.,Houston,TX,Scottish-Style Ale,2001
4601,Silver,Smokey the Beer,Blind Tiger Brewery & Restaurant,Topeka,KS,Smoke-Flavored Beer,2001
4602,Bronze,Stewart's Smoked Porter,Stewart's Brewing Co.,Bear,DE,Smoke-Flavored Beer,2001
4603,Gold,Big Bad Bourbon Brown,Big Horn Brewing Co.,Dallas,TX,Specialty Beer,2001
4604,Silver,Pullman Brown Ale,Flossmoor Station Brewing Co.,Flossmoor,IL,Specialty Beer,2001
4605,Bronze,Ginger Shandy,McCoys Public House & BrewKitchen,Kansas City,MO,Specialty Beer,2001
4606,Gold,Countdown Honey Brown,Thunder Canyon Brewery,Tucson,AZ,Specialty Honey Beer,2001
4607,Silver,Jarre Creek Ranch Brewery Honey Brown Ale,Jarre Creek Ranch Brewery,Castle Rock,CO,Specialty Honey Beer,2001
4608,Bronze,Honey Rye Dopplebock,Flossmoor Station Brewing Co.,Flossmoor,IL,Specialty Honey Beer,2001
4609,Silver,Wee Heavy Ale,Capitol City Brewing Co.,Arlington,VA,Strong Scotch Ale,2001
4610,Bronze,Wee Heavy,Iron Hill Brewery & Restaurant - Media,Media,PA,Strong Scotch Ale,2001
4611,Gold,Sweetness Stout,Americas Brewing Co/Walter Paytons Roundhouse,Aurora,IL,Sweet Stout,2001
4612,Silver,Chocolate Stout,H.C. Berger Brewing,Fort Collins,CO,Sweet Stout,2001
4613,Bronze,Chelsea Cream Stout,Chelsea Brewing Co.,New York,NY,Sweet Stout,2001
4614,Gold,Snake River Lager,Snake River Brewing Co.,Jackson,WY,Vienna-Style Lager,2001
4615,Silver,Dam Straight Lager,Dillon Dam Brewery,Dillon,CO,Vienna-Style Lager,2001
4616,Bronze,Sunset Amber,Coast Brewing Co.,Biloxi,MS,Vienna-Style Lager,2001
4617,Gold,H. Saxer Dark Lager,Portland Brewing Co.,Portland,OR,American Dark Lager,2000
4618,Silver,Henry Weinhard's Dark,Blitz-Weinhard Brewing Co.,Tumwater,WA,American Dark Lager,2000
4619,Bronze,Michelob Amber Bock,"Anheuser-Busch, Inc",Saint Louis,MO,American Dark Lager,2000
4620,Gold,California Gold,Stuft Pizza & Brewing Co.,San Diego,CA,American Lager / Ale or Cream Ale,2000
4621,Silver,Lodgepole Light,Prescott Brewing Co.,Prescott,AZ,American Lager / Ale or Cream Ale,2000
4622,Bronze,Lucknow Blonde Ale,Castle Springs Brewing Co.,Moultonborough,NH,American Lager / Ale or Cream Ale,2000
4623,Gold,Steam Engine Steam,Steamworks Brewing Co.,Durango,CO,American-Style Amber Lager,2000
4624,Gold,Ruedrich's Red Seal Ale,North Coast Brewing Co. Inc,Ft. Bragg,CA,American-Style Amber/Red Ale,2000
4625,Silver,Shark Bite Red,Pizza Port - Carlsbad,Carlsbad,CA,American-Style Amber/Red Ale,2000
4626,Bronze,Ragtop Red,Rock Bottom Breweries,La Jolla,CA,American-Style Amber/Red Ale,2000
4627,Gold,American Brown,C.H. Evans Brewing Co. at the Albany Pump Station,Albany,NY,American-Style Brown Ale,2000
4628,Silver,Hogans Park Ave. Ale,Custom Brewcrafters Inc,Honeoye Falls,NY,American-Style Brown Ale,2000
4629,Bronze,Brooklyn Brown Ale,Brooklyn Brewery,Brooklyn,NY,American-Style Brown Ale,2000
4630,Gold,IPA,SLO Brewing Co. - San Luis Obispo,San Luis Obispo,CA,American-Style India Pale Ale,2000
4631,Silver,Torrey Pines IPA,Stuft Pizza & Brewing Co.,San Diego,CA,American-Style India Pale Ale,2000
4632,Bronze,Hoptown IPA,Hoptown Brewing Co.,Pleasanton,CA,American-Style India Pale Ale,2000
4633,Gold,Rainer,G. Heileman Brewing Co.,Fogelsville,PA,American-Style Lager,2000
4634,Silver,Miller Genuine Draft,Miller Brewing Co.,Milwaukee,WI,American-Style Lager,2000
4635,Bronze,Red Dog,Plank Road Brewery,Milwaukee,WI,American-Style Lager,2000
4636,Gold,Bud Light,"Anheuser-Busch, Inc",Saint Louis,MO,American-Style Light Lager,2000
4637,Silver,Stroh Light,Stroh Brewery Co. (The),Fogelsville,PA,American-Style Light Lager,2000
4638,Bronze,Schaefer Light,Schaefer Brewing Co.,Fogelsville,PA,American-Style Light Lager,2000
4639,Gold,Telemark IPA,Backcountry Brewery,Frisco,CO,American-Style Pale Ale,2000
4640,Silver,Mad Hatter Ale,New Holland Brewing Co.,Holland,MI,American-Style Pale Ale,2000
4641,Bronze,New River Pale Ale,New River Brewing Co.,Blacksburg,VA,American-Style Pale Ale,2000
4642,Gold,Stroh Lager,Stroh Brewery Co. (The),Fogelsville,PA,American-Style Premium Lager,2000
4643,Silver,Schlitz Malt Liquor,Schlitz Brewing Co.,Fogelsville,PA,American-Style Premium Lager,2000
4644,Bronze,New South Lager Beer,New South Brewing,Myrtle Beach,CA,American-Style Premium Lager,2000
4645,Gold,Bull Ice,Schlitz Brewing Co.,Fogelsville,PA,American-Style Specialty Lager,2000
4646,Silver,St. Ides Malt Liquor,St. Ides Brewing Co.,Fogelsville,PA,American-Style Specialty Lager,2000
4647,Bronze,Scrimshaw Beer,North Coast Brewing Co. Inc,Ft. Bragg,CA,American-Style Specialty Lager,2000
4648,Gold,High Rollers Wheat Beer,Anderson Valley Brewing Co.,Boonville,CA,American-Style Wheat Ale or Lager,2000
4649,Silver,Weiss Guy Wheat,Alcatraz Brewing Co,Littleton,CO,American-Style Wheat Ale or Lager,2000
4650,Bronze,Choc,Pete's Place,Krebs,OH,American-Style Wheat Ale or Lager,2000
4651,Gold,Old No. 27 Barley Wine,Delafield Brewhaus,Delafield,WI,Barley Wine-Style Ale,2000
4652,Silver,Stone Old Guardian,Stone Brewing Co.,San Marcos,CA,Barley Wine-Style Ale,2000
4653,Bronze,Blunderbuss Barleywine,Cambridge Brewing Co.,Cambridge,MA,Barley Wine-Style Ale,2000
4654,Gold,Cherry Lambic,Commonwealth Brewing Co.,New York,NY,Belgian- & French-Style Specialty Ales,2000
4655,Silver,Saison L' Ete,Willoughby Brewing Co. (The),Willoughby,OH,Belgian- & French-Style Specialty Ales,2000
4656,Bronze,La Folie,New Belgium Brewing Co.,Fort Collins,CO,Belgian- & French-Style Specialty Ales,2000
4657,Gold,Abbey Belgian Style Ale,New Belgium Brewing Co.,Fort Collins,CO,Belgian-Style Ales,2000
4658,Silver,Victoria's Triple Belgian,Humboldt Brewery,Arcata,CA,Belgian-Style Ales,2000
4659,Bronze,Bridal Veil Ale,"BJ's Pizza, Grill & Brewery",Brea,CA,Belgian-Style Ales,2000
4660,Gold,Framingham Bock,John Harvard’s Brew House,Boston,MA,Bock,2000
4661,Silver,Mad Brewer Maibock,Church Brew Works,Pittsburgh,PA,Bock,2000
4662,Bronze,Maibock,Iron Hill Brewery & Restaurant,Newark,DE,Bock,2000
4663,Silver,Czech Mate Pils,Brew Moon Restaurant & Microbrewery,Needham,MA,Bohemian Style Pilsener,2000
4664,Bronze,Full Sail Pilsner,Full Sail Brewing Co.,Hood River,OR,Bohemian Style Pilsener,2000
4665,Gold,Black Jack Porter,Left Hand Brewing Co.,Longmont,CO,Brown Porter,2000
4666,Silver,Sweetwater Exodus Porter,Sweetwater Brewing Co.,Atlanta,GA,Brown Porter,2000
4667,Bronze,Sierra Nevada Porter,Sierra Nevada Brewing Co.,Chico,CA,Brown Porter,2000
4668,Gold,Ghirardelli Square Chocolate Stout,Steelhead Brewing Co.,Burlingame,CA,Chocolate / Cocoa Flavored Beers,2000
4669,Silver,Chocolate Stout,Rogue Ales,Newport,OR,Chocolate / Cocoa Flavored Beers,2000
4670,Bronze,Jurupa Valley Stout,Jurupa Valley Brewing Co.,Riverside,CA,Chocolate / Cocoa Flavored Beers,2000
4671,Gold,Custer's Last Ale,Snake River Brewing Co.,Jackson,WY,Classic English Style Pale Ale,2000
4672,Silver,Pick Axe Pale Ale,Tommyknocker Brewery,Idaho Springs,CO,Classic English Style Pale Ale,2000
4673,Bronze,New South Pale Ale,New South Brewing,Myrtle Beach,SC,Classic English Style Pale Ale,2000
4674,Gold,Murphy's Dry Stout,Humperdinks Big Horn Brewing,Lakewood,WA,Classic Irish-Style Dry Stout,2000
4675,Silver,Black Magic Stout,Empire Brewing Co.,Rochester,NY,Classic Irish-Style Dry Stout,2000
4676,Bronze,Dark Starr Stout,Starr Hill Brewing Co.,Charlottesville,VA,Classic Irish-Style Dry Stout,2000
4677,Gold,Old Charleywine,Mammoth Brewing,Mammoth,CA,English Old Ale / English & American Strong Ales,2000
4678,Silver,Powerhouse Ale,Powerhouse Brewing Co. (The),Sebastopol,CA,English Old Ale / English & American Strong Ales,2000
4679,Bronze,Old Hand,Colorado Brewery & Trading Co.,Danbury,CT,English Old Ale / English & American Strong Ales,2000
